"Branch","Executive Name","Visted Date","Customer Group","Potential Qnty","Mode Of Contact","Item Group","Notes/Remarks","Creation Date","Date of Update"
"Chennai","CHANDRASEKARAN.A","2014-03-25 00:00:00","THIN CHEMIE FORMULATIONS.,","0","Visit","PHOSPHORIC ACID","Meet Mr.Narasimman regarding order followup customer will give next month only","2014-03-29",""
"Chennai","CHANDRASEKARAN.A","2014-03-25 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Meet Mr.Prabhakaran regarding payment folllowup customer will give tomorrow","2014-03-29",""
"Chennai","CHANDRASEKARAN.A","2014-03-25 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DI ISOCYNATE (TDI)","Meet Mr.Krishanan regarding payment followup went first visit but cheque not ready then i collected by eveing","2014-03-29",""
"Chennai","CHANDRASEKARAN.A","2014-03-26 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Meet Mr.Prabhakaran regadring payment followup cutomer will give tomorrow","2014-03-29",""
"Chennai","CHANDRASEKARAN.A","2014-03-26 00:00:00","LANXESS INDIA PVT. LTD.,,","0","Visit","ISO PROPYL ALCOHOL","Meet Mrs Vidhaya regarding orginal given invoice","2014-03-29",""
"Chennai","CHANDRASEKARAN.A","2014-03-26 00:00:00","ADDUCO ENGINEERING SOLUTIONS PVT LTD","0","Visit","EXXSOL D 40","Meet Mr.Loganathan regarding payment followup cutomer want to discuss with his director","2014-03-29",""
"Chennai","CHANDRASEKARAN.A","2014-03-26 00:00:00","JENTEX ALKALIS","0","Visit","CITRIC ACID","Meet Mr.Senthilvelavan regading rate discuss customer need 66+VAT","2014-03-29",""
"Chennai","CHANDRASEKARAN.A","2014-03-26 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","TOLUENE","Meet Mr.Ravi regading payment followup collected payment by cheque","2014-03-29",""
"Chennai","CHANDRASEKARAN.A","2014-03-27 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Meet Mr.Prabhakaran regarding payment followup customer will give april 1st week","2014-03-29",""
"Chennai","CHANDRASEKARAN.A","2014-03-27 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","TOLUENE","Meet Mr.Ravi regading credit note but we checked  po & soc rate correct informed  customer","2014-03-29",""
"Chennai","CHANDRASEKARAN.A","2014-03-27 00:00:00","KMC POLYTHENE","0","Visit","","Meet Mr.Jayaram customer manifacture polythen bag customer dont use chemicals","2014-03-29",""
"Chennai","CHANDRASEKARAN.A","2014-03-27 00:00:00","CAVINKARE PRIVATE LIMITED","0","Visit","ACETIC ACID","Went order followup customer was meeting on that time customer conform order with in 2 days","2014-03-29",""
"Chennai","CHANDRASEKARAN.A","2014-03-31 00:00:00","THIN CHEMIE FORMULATIONS.,","0","Visit","PHOSPHORIC ACID","Meet Mr.Narasimman Regarding order followup phsoporic acid 2tone","2014-03-31",""
"Chennai","CHANDRASEKARAN.A","2014-03-31 00:00:00","NUTECH AUTO PRODUCTS","0","Visit","MIX XYLENE","Went for order followup but office on leave","2014-03-31",""
"Chennai","CHANDRASEKARAN.A","2014-03-31 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DI ISOCYNATE (TDI)","Meet Mr Govindbabu regarding order & Payment followup","2014-03-31",""
"Chennai","CHANDRASEKARAN.A","2014-03-31 00:00:00","FLAMAGAS INDIA PVT LTD.","0","Visit","CYCLOHEXANONE","Meet Mr.Prakash regarding order & payment followup","2014-03-31",""
"Chennai","CHANDRASEKARAN.A","2014-03-31 00:00:00","GERMAN POLYMERS AND COATINGS PVT. LTD.,","0","Visit","TOLUENE","Meet Mr.Ravi regarding order followup customer using TOLUENE-32 ,XYLENE-16,MTO-36 customer getting from BBCL & MRL","2014-03-31",""
"Chennai","CHANDRASEKARAN.A","2014-04-01 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Meet Mr.Srikanth went for order followup customer need offer  IPA,Exxsol D40)","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-01 00:00:00","4 ACES","0","Visit","TOLUENE","Meet Mr.Jayaraman regarding order followup customer will give last week","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-01 00:00:00","JENTEXALKALIS","0","Visit","CITRIC ACID","Meet Mr.Senthilvelavan regarding order followup customer will give next week","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-01 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Meet Mr.Sriram went for payment followup customer will give next week","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-01 00:00:00","UNIVERSAL PRINT SYSTEMS LTD","0","Visit","HEPTANE","Meet Mr.Raviram regarding new customer convert customer need PERCHLORO ETHYLEN sample","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-01 00:00:00","MADRAS DIAMOND TOOLS,","0","Visit","METHYL ETHYL KETONE","Meet.Mr.Balakrishnan regarding order followup customer will give last week","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-02 00:00:00","PRINCE MINILABS SPARE IMPEX","0","Visit","","Went New customer customer manifacturing Rubber product using TOLUENE but contact person not available","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-02 00:00:00","S.R PLASTIC","0","Visit","","Meet Mr.USA manifacture plastic product but dont use our chemicals","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-02 00:00:00","ARUN PLASTO MOUNDER PRIVATE LTD","0","Visit","","Meet Mr.Tamilvanan customer manifacture Pands Powder Platic bottle they dont use our chemicals","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-02 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","","Meet Mr.Govindababu regarding payment followup customer will give on saturday","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-02 00:00:00","PRASAD ORGANICS (P) LTD","0","Visit","","Meet Mrs.Anuratha regarding order followup customer will give last week","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-02 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","","Meet Mrs.Anadhi regarding order followup custome has given 5brl but rate was rs170+vat","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-02 00:00:00","ADDUCO ENGINEERING SOLUTIONS PVT LTD","0","Visit","","Meet Mr.Loaganathan regarding payment & order followup customer will give payment next week","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-03 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Meet Mr.Prabhakar regarding payment followup wait lang time customer said after lunch customer will give then he said next week","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-03 00:00:00","ATRIUM MEDICAL TECHNOLOGIES","0","Visit","","We need fix appoinment they manifacture equpments only they dont use chemicals","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-03 00:00:00","FINER POLYMER","0","Visit","","Meet.MrMurali customer manifacturing plastic product customer dont use chemicals","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-03 00:00:00","ARLE CHEMIS","0","Visit","ACETONE","Meet Mrs.Julie regarding order followup custhas change process so now they dont want acetone","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-07 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Meet Mr.Babu regading payment followup collected cheque","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-07 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Meet Mr.Jaya regarding payment followup contact person not availble","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-07 00:00:00","NUTECH AUTO PRODUCTS","0","Visit","MIX XYLENE","Meet Mrs.Kalaiselvi regarding payment followup collected payment","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-07 00:00:00","SENDHUR SURFACE COATINGS","0","Visit","PHOSPHORIC ACID","Meet Mr.Senthil regarding payment followup customer will give tommerow","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-08 00:00:00","EROPEAN FLOWER & FRAGANS","0","Visit","DIPROPYLENE GLYCOL","Meet Mrs.Lalitha regarding newcustomer converting customer need DPG sample & COA","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-08 00:00:00","SENDHUR SURFACE COATINGS","0","Visit","PHOSPHORIC ACID","Meet Mr.Senthil regarding payment followup collected PDC","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-08 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Meet Mr.Govindababu regarding payment followup collected cheque","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-08 00:00:00","THIN CHEMIE FORMULATIONS.,","0","Visit","MIX XYLENE","Meet.Narasimman regarding order followup customer will give next week","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-08 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Meet Mr.Sriram regading order followup","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-10 00:00:00","GERMAN POLYMERS AND COATINGS PVT. LTD.,","0","Visit","MIX XYLENE","Meet mr.Ravi regadring order followup but customer will see lnext month","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-10 00:00:00","JENTEX ALKILS","0","Visit","CITRIC ACID","Meet Mr.Senthil Velavan regarding order folllowup customer will give next week","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-10 00:00:00","VASU CHEMICALS","0","Visit","","customer dont use our chemicals","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-10 00:00:00","SIFA PRINTING INKS PVT.LTD","0","Visit","","company has closed","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-10 00:00:00","PRASAD ORGANICS (P) LTD","0","Visit","PHOSPHORIC ACID","Meet Mr.Anuratha regarding order followup customer will give 4th week","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-10 00:00:00","ASIANA HOTEL","0","Visit","","Meet Krishnan regarding payment followup customer will give 4th week","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-10 00:00:00","ASSICATE TABLETS & CABSULES","0","Visit","","Meet Mr.Mani customer only import and packing the product","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-10 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","BUTYL CELLOSOLVE","Meet Mr.Sriram regarding order followup & payment followup customer will give next week","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-11 00:00:00","SATHAYAM METAL PRINTER","0","Visit","DI ACETONE ALCOHOL","Meet Mr.Sathya customer using DAA-1 brl,CYCLO HEXNON-1brl & MTO-50kg customer need offer for this materil","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-11 00:00:00","JEASON PRINTING INK CO","0","Visit","","Meet Mr.Venu customer manifacture INK but customer dont use our chemicals they use PIGMENTS only","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-11 00:00:00","PRASANTH HEALTH CARE SERVICE","0","Visit","","Meet.Mr.Sivaraman here only trading only but manifacturing in banglore & Mumbai","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-11 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Went payment followup but Mr.Prabhakaran on leave","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-11 00:00:00","HEMA HOME PRODUCTS","0","Visit","METHYL ETHYL KETONE","Meet Mr.Sugumar regarding order followup customer will give next week","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-11 00:00:00","ADRAM POWDER COATINGS","0","Visit","","Meet.MrSuresh customer manifacture metal treatment but contact person Mr.Arul not avilable","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-12 00:00:00","NUTECH AUTO PRODUCTS","0","Visit","MIX XYLENE","Meet Mrs.Kalaiselvi regarding order followup order will get 4th week","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-12 00:00:00","AGNI SOLDERS","0","Visit","ISO PROPYL ALCOHOL","Went payment followup but Mr.Srikanth not avilable","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-12 00:00:00","THIN CHEMIE FORMULATIONS.,","0","Visit","PHOSPHORIC ACID","Meet Mr.Narasimman refarding order followup & Payment followup order will get next week","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-12 00:00:00","3F INDUSTIRES LIMTED","0","Visit","DIPROPYLENE GLYCOL","Meet Mr.Balakrishnan regarding order followup Mr.Chandrsekar not availble","2014-04-12",""
"Chennai","CHANDRASEKARAN.A","2014-04-13 00:00:00","0","0","Visit","EXXSOL D40","","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-13 00:00:00","0","0","Visit","DIPROPYLENE GLYCOL","","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-13 00:00:00","0","0","Visit","MIX XYLENE","","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-15 00:00:00","SUGANJ ECO CHEMICAL PRIVATE LIMTED","0","Visit","HEXANE","Meet Mr.Revathy regading fix appoinment purchase department Mr.Ganesh went out of station come on next week","2014-04-15",""
"Chennai","CHANDRASEKARAN.A","2014-04-15 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Meet Mr.sriram went for payment followup but before customer has ready to go come on tommrow","2014-04-15",""
"Chennai","CHANDRASEKARAN.A","2014-04-15 00:00:00","SPRINGFEEL POLYURETHANE FOAMS PVT.LTD.,","0","Visit","TOLUENE DIISOCYANATE","Meet Mr.Govindababu Regading payment followup collected pament by cheque","2014-04-15",""
"Chennai","CHANDRASEKARAN.A","2014-04-15 00:00:00","SATHAYAM METAL PRINTER","0","Visit","CYCLOHEXANONE","Meet Mr.Sathiayamoorthy regading convert the customer but customer still didnt get offer we have to forwared again","2014-04-15",""
"Chennai","CHANDRASEKARAN.A","2014-04-15 00:00:00","AGNI SOLDERS","0","Visit","EXXSOL D40","Meet Mr.SriRam collected payment by cheque","2014-04-15",""
"Chennai","CHANDRASEKARAN.A","2014-04-15 00:00:00","SYMRISE PRIVATE LIMITED","0","Visit","MONOPROPYLENE GLYCOL (USP)","Meet Mr.Sampath Kumar regading Given Sample MPG(usp) customer will say result next week","2014-04-15",""
"Chennai","CHANDRASEKARAN.A","2014-04-16 00:00:00","EXCEL GLASS FIBRE INDUSTRIES (P) LTD","0","Visit","TOLUENE","Visit With Mr.Dillibabu Meet Mr.Sriram Regarding payment followup collected by cheque Rs.59851","2014-04-16",""
"Chennai","CHANDRASEKARAN.A","2014-04-16 00:00:00","BUTTERFLY GANDHIMATHI APPLIANCES LIMITED","0","Visit","PHOSPHORIC ACID","Visit With Mr.Dillibabu Meet Mr.Rathakrishnan regading payment followup visit with Mr Dellibabu it was lang over due we gave Po & old invoce with customer","2014-04-16",""
"Chennai","CHANDRASEKARAN.A","2014-04-16 00:00:00","EUROPEAN FLAVOURS & FRAGRANCES PVT LTD","0","Visit","DIPROPYLENE GLYCOL","Visit With Mr.Rajthilak Meet Mrs.Lalitha regarding given sample with Mr.Rajthilak offerd price DPG155++(4tons) customer said they will say result within one week","2014-04-16",""
"Chennai","CHANDRASEKARAN.A","2014-04-17 00:00:00","ESTERKOTE PVT. LTD","0","Visit","PHENOL","Meet Mr.Balakrishanan Regading order followup customer have requirements month end only","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-17 00:00:00","MALABAR HOTELS PRIVATE LIMITED","0","Visit","","Meet Mrs.Vinothaya regarding payment followup collected cheque","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-17 00:00:00","ALTAS INSULATION","0","Visit","ISO PROPYL ALCOHOL","Meet Mr.Jayaprakash regarding new customer convert & Fix BM visit on tommerow","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-17 00:00:00","STANDARD COLOUR CO (P) LTD","0","Visit","CYCLOHEXANONE","Meet Mr.Amir Shaul regarding order followup customer need C10 offer","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-17 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","TOLUENE","Meet Mr.Ravi regarding order followup customer need offer for that","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-17 00:00:00","THIRU AROORAN SUGARS LTD","0","Visit","PHOSPHORIC ACID","Meet Mr.Prabakaran Regarding payment followup customer will given on monday part of amount","2014-04-17",""
"Chennai","CHANDRASEKARAN.A","2014-04-18 00:00:00","SUKRA CHEMICAL","0","Visit","","Meet Mr.Jayaraman regarding order followup customer will give last week","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-18 00:00:00","EAU CHEMICAL (MFG) PVT.LTD.","0","Visit","","Meet Mr.Bala unble to meet Mr.Narendar He was meeting come on monday","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-18 00:00:00","THIN CHEMIE FORMULATIONS.,","0","Visit","","Went for order & payment followup Mr.Narasimman went outside","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-18 00:00:00","ICA SPECIALITIES","0","Visit","","Went for order followup But contact person Mrs.Jaya on leave","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-18 00:00:00","SHRI GURU THERMO PACKS","0","Visit","","Meet Mr.Gopal they manifacture THERMOGOL they dont use our chemicals","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-18 00:00:00","GLITER COATS","0","Visit","","Meet Mr.Manavalan they manifacture TILES OIL TOLUENE-10BRLS & MIXYLENE-5BRLS","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-18 00:00:00","CHENNAI METAL","0","Visit","","Meet Mr.Gunasekaran customer manifacture metal palting they using HCL-500kg,Nitiric acid-200kg,Solfuric Acid-300kg&LLR Grade-500kg they dont use our solvants","2014-04-19",""
"Chennai","CHANDRASEKARAN.A","2014-04-21 00:00:00","SATHAYAM METAL PRINTER","0","Visit","DI ACETONE ALCOHOL","Visit With Mr.Soundarajan Meet Mr.Sathayamoorthy regarding convert customer given rate DAA,MTO&CYCLOHEXANE","2014-04-23",""
"Chennai","CHANDRASEKARAN.A","2014-04-21 00:00:00","ANABOND GROUP","0","Visit","TOLUENE","Visit With Mr.Soundarajan Meet Mr.Senthil regarding order & payment followup collected cheque","2014-04-23",""
"Chennai","CHANDRASEKARAN.A","2014-04-21 00:00:00","NUTECH AUTO PRODUCTS","0","Visit","MIX XYLENE","Visit With Mr.Soundarajan Meet Mr.Senthil regarding order & payment followup collected cheque","2014-04-23",""
"Chennai","CHANDRASEKARAN.A","2014-04-22 00:00:00","PRASAD ORGANICS (P) LTD","0","Visit","PHOSPHORIC ACID","Meet Mrs.Anuratha Reagrding order followup customer need 60 days crdit i said arrange BM Visit","2014-04-22",""
"Chennai","CHANDRASEKARAN.A","2014-04-22 00:00:00","JENTEXALKALIS","0","Visit","CITRIC ACID","Meet Mr.Senthil Velavan regarding order followup customer will give May2nd week","2014-04-22",""
"Chennai","CHANDRASEKARAN.A","2014-04-22 00:00:00","ICA SPECIALITIES","0","Visit","TOLUENE","Meet Mrs.Jaya Regarding order & EUC collected euc & get order 2brl TOLUENE","2014-04-22",""
"Chennai","CHANDRASEKARAN.A","2014-04-22 00:00:00","NURAY CHEMICALS PVT LTD","0","Visit","PHOSPHORIC ACID","Meet Mr.Palanivel regarding order followup & given sample ACETIC ACID","2014-04-22",""
"Chennai","CHANDRASEKARAN.A","2014-04-22 00:00:00","S.V.CHEM INTER MEDIATES (P) LTD","0","Visit","HEXANE","Meet Mrs.Saratha regarding order followup collected order 2brl HEXANE","2014-04-22",""
"Chennai","CHANDRASEKARAN.A","2014-04-22 00:00:00","HEMA HOME PRODUCTS","0","Visit","METHYL ETHYL KETONE (M.E.K)","Went for order followup & EUC but customer not avilble","2014-04-22",""
"Chennai","CHANDRASEKARAN.A","2014-04-22 00:00:00","ADDUCO ENGINEERING SOLUTIONS PVT LTD","0","Visit","EXXSOL D40","Meet Mr.Loganathan regarding payment followup customer will 25th april","2014-04-22",""
"Chennai","CHANDRASEKARAN.A","2014-04-23 00:00:00","CORI ENGINEERS PRIVATE LTD","0","Visit","TOLUENE","Visit with Mr.Antony Meet Mr.Ravi regaring order followup customer need Technical data sheet & MS-DS also","2014-04-23",""
